time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity,battery,annotation
2018-07-28T21:34:30.000Z,40.919767,-73.125588,4.261783571913838,4.9,0.0,0.0,13,gps,0.743,,,,0,,,45,
2018-07-28T21:34:32.000Z,40.919767,-73.125588,4.261783571913838,4.9,0.0,0.0,13,gps,0.743,,,,0,,,45,
2018-07-28T21:34:34.000Z,40.919767,-73.125588,4.261783571913838,4.9,0.0,0.0,12,gps,0.764,,,,0,,,45,
2018-07-28T21:34:36.000Z,40.919767,-73.125588,4.261783571913838,4.9,0.0,0.0,11,gps,0.873,,,,0,,,45,
2018-07-28T21:34:38.000Z,40.919762,-73.125581,4.395017027854919,12.49777,0.0,0.70344657,12,gps,,,,,0,,,45,
2018-07-28T21:34:40.000Z,40.919755,-73.125569,4.738256821408868,4.9,0.0,0.0,13,gps,,,,,0,,,45,
2018-07-28T21:34:42.000Z,40.919754,-73.125567,4.684412866830826,4.9,0.0,0.0,13,gps,0.743,,,,0,,,45,
2018-07-28T21:34:44.000Z,40.919754,-73.125567,4.684412866830826,4.9,0.0,0.0,13,gps,0.743,,,,0,,,45,
2018-07-28T21:34:46.000Z,40.919754,-73.125567,4.684412866830826,4.9,0.0,0.0,13,gps,0.743,,,,0,,,45,
2018-07-28T21:34:48.000Z,40.919754,-73.125567,4.684412866830826,4.9,0.0,0.0,13,gps,0.743,,,,0,,,45,
2018-07-28T21:34:50.000Z,40.919754,-73.125567,4.684412866830826,4.9,0.0,0.0,13,gps,0.743,,,,0,,,45,
2018-07-28T21:34:52.000Z,40.919754,-73.125567,4.684412866830826,4.9,0.0,0.0,12,gps,0.764,,,,0,,,45,
2018-07-28T21:34:54.000Z,40.919741,-73.125542,4.738223847933114,11.4027605,113.58159,1.0181109,13,gps,0.764,,,,0,,,45,
2018-07-28T21:34:55.000Z,40.919739,-73.125536,4.718681983649731,4.9,113.58159,0.0,13,gps,0.743,,,,0,,,45,
2018-07-28T21:34:57.000Z,40.919737,-73.125537,4.728879325091839,4.9,113.58159,0.0,13,gps,,,,,0,,,45,
2018-07-28T21:34:59.000Z,40.919737,-73.125537,4.728879325091839,4.9,113.58159,0.0,13,gps,0.743,,,,0,,,45,
2018-07-28T21:35:01.000Z,40.919737,-73.125537,4.728879325091839,4.9,113.58159,0.0,13,gps,0.743,,,,0,,,45,
2018-07-28T21:35:03.000Z,40.919737,-73.125537,4.728879325091839,4.9,113.58159,0.0,13,gps,0.743,,,,0,,,45,
2018-07-28T21:35:05.000Z,40.919737,-73.125537,4.728879325091839,4.9,113.58159,0.0,13,gps,0.743,,,,0,,,45,
2018-07-28T21:35:07.000Z,40.919737,-73.125537,4.728879325091839,4.9,113.58159,0.0,13,gps,0.743,,,,0,,,45,
2018-07-28T21:35:09.000Z,40.919725,-73.125518,5.052325956523418,8.671292,113.58159,0.9803552,13,gps,,,,,0,,,45,
2018-07-28T21:35:11.000Z,40.919712,-73.125504,5.575267819687724,4.9,113.58159,0.0,13,gps,0.743,,,,0,,,45,
2018-07-28T21:35:13.000Z,40.919707,-73.125504,5.972236811183393,4.9,113.58159,0.0,13,gps,0.743,,,,0,,,45,
2018-07-28T21:35:15.000Z,40.919707,-73.125504,5.972236811183393,4.9,113.58159,0.0,13,gps,0.743,,,,0,,,45,
2018-07-28T21:35:17.000Z,40.919707,-73.125504,5.972236811183393,4.9,113.58159,0.0,13,gps,0.743,,,,0,,,45,
2018-07-28T21:35:19.000Z,40.919698,-73.125513,5.979906803928316,4.9,113.58159,0.0,13,gps,0.742,,,,0,,,45,
2018-07-28T21:35:21.000Z,40.919698,-73.125512,6.176754325628281,4.9,113.58159,0.0,13,gps,0.742,,,,0,,,45,
2018-07-28T21:35:23.000Z,40.919701,-73.125504,6.370031745173037,9.529632,113.58159,0.7478404,13,gps,0.742,,,,0,,,45,
2018-07-28T21:35:25.000Z,40.919707,-73.125475,6.990220167674124,9.886713,109.75582,0.90130335,13,gps,0.742,,,,0,,,45,
2018-07-28T21:35:27.000Z,40.919710,-73.125458,7.7133447378873825,8.292129,75.436584,0.40020582,13,gps,0.742,,,,0,,,45,
2018-07-28T21:35:29.000Z,40.919713,-73.125457,7.704776749014854,4.9,75.436584,0.0,13,gps,0.742,,,,0,,,45,
2018-07-28T21:35:31.000Z,40.919713,-73.125457,7.704776749014854,4.9,75.436584,0.0,13,gps,0.742,,,,0,,,45,
2018-07-28T21:35:33.000Z,40.919713,-73.125457,7.704776749014854,4.9,75.436584,0.0,12,gps,,,,,0,,,45,
2018-07-28T21:35:35.000Z,40.919713,-73.125457,7.704776749014854,4.9,75.436584,0.0,12,gps,0.803,,,,0,,,45,
2018-07-28T21:35:36.000Z,40.919713,-73.125457,7.704776749014854,4.9,75.436584,0.0,12,gps,0.803,,,,0,,,45,
2018-07-28T21:35:38.000Z,40.919713,-73.125457,7.704776749014854,4.7,75.436584,0.0,12,gps,,,,,0,,,45,
2018-07-28T21:35:40.000Z,40.919707,-73.125443,6.366725732572377,7.5041256,75.436584,0.667432,12,gps,0.803,,,,0,,,45,
2018-07-28T21:35:42.000Z,40.919698,-73.125441,6.106335417367518,4.9,75.436584,0.0,12,gps,0.803,,,,0,,,45,
2018-07-28T21:35:44.000Z,40.919698,-73.125441,6.106335417367518,4.7,75.436584,0.0,13,gps,0.742,,,,0,,,45,
2018-07-28T21:35:46.000Z,40.919698,-73.125441,6.106335417367518,4.7,75.436584,0.0,13,gps,0.742,,,,0,,,45,
2018-07-28T21:35:48.000Z,40.919698,-73.125441,6.106335417367518,4.7,75.436584,0.0,13,gps,0.742,,,,0,,,45,
2018-07-28T21:35:50.000Z,40.919698,-73.125441,6.106335417367518,4.7,75.436584,0.0,13,gps,0.742,,,,0,,,45,
2018-07-28T21:35:52.000Z,40.919698,-73.125441,6.106335417367518,4.7,75.436584,0.0,13,gps,0.742,,,,0,,,45,
2018-07-28T21:35:54.000Z,40.919689,-73.125430,6.278975462540984,4.7,75.436584,0.9434041,13,gps,0.742,,,,0,,,45,
2018-07-28T21:35:56.000Z,40.919684,-73.125424,6.490687191486359,4.7,75.436584,0.0,13,gps,0.742,,,,0,,,45,
2018-07-28T21:35:58.000Z,40.919684,-73.125424,6.490687191486359,4.7,75.436584,0.0,13,gps,0.742,,,,0,,,45,
2018-07-28T21:36:00.000Z,40.919684,-73.125424,6.490687191486359,4.7,75.436584,0.0,13,gps,0.742,,,,0,,,45,
2018-07-28T21:36:02.000Z,40.919684,-73.125424,6.490687191486359,4.7,75.436584,0.0,13,gps,0.742,,,,0,,,45,
2018-07-28T21:36:04.000Z,40.919684,-73.125424,6.490687191486359,4.9,75.436584,0.0,13,gps,0.742,,,,0,,,45,
2018-07-28T21:36:06.000Z,40.919684,-73.125424,6.490687191486359,4.7,75.436584,0.0,13,gps,0.742,,,,0,,,45,
2018-07-28T21:36:08.000Z,40.919684,-73.125424,6.490687191486359,4.7,75.436584,0.0,13,gps,0.742,,,,0,,,45,
2018-07-28T21:36:10.000Z,40.919684,-73.125424,6.490687191486359,4.7,75.436584,0.0,13,gps,0.742,,,,0,,,45,
2018-07-28T21:36:12.000Z,40.919677,-73.125409,6.40469637978822,4.7,75.436584,0.5668753,13,gps,0.742,,,,0,,,45,
2018-07-28T21:36:14.000Z,40.919675,-73.125405,6.155916897580028,4.7,75.436584,0.0,13,gps,0.742,,,,0,,,45,
2018-07-28T21:36:16.000Z,40.919675,-73.125405,6.155916897580028,4.7,75.436584,0.0,13,gps,0.742,,,,0,,,45,
2018-07-28T21:36:18.000Z,40.919675,-73.125405,6.155916897580028,4.9,75.436584,0.0,12,gps,,,,,0,,,45,
2018-07-28T21:36:20.000Z,40.919675,-73.125405,6.155916897580028,4.9,75.436584,0.0,12,gps,0.848,,,,0,,,45,
2018-07-28T21:36:22.000Z,40.919675,-73.125405,6.155916897580028,4.9,75.436584,0.0,12,gps,0.848,,,,0,,,45,
2018-07-28T21:36:24.000Z,40.919675,-73.125405,6.155916897580028,4.9,75.436584,0.0,12,gps,0.848,,,,0,,,45,
2018-07-28T21:36:26.000Z,40.919668,-73.125382,6.067896775901318,7.011032,107.837456,0.82218516,12,gps,0.848,,,,0,,,45,
2018-07-28T21:36:28.000Z,40.919664,-73.125371,5.825338764116168,4.9,107.837456,0.0,12,gps,0.848,,,,0,,,45,
2018-07-28T21:36:30.000Z,40.919664,-73.125372,5.736566380597651,4.9,107.837456,0.0,12,gps,0.848,,,,0,,,45,
2018-07-28T21:36:32.000Z,40.919664,-73.125372,5.736566380597651,4.9,107.837456,0.0,12,gps,0.847,,,,0,,,45,
2018-07-28T21:36:33.000Z,40.919664,-73.125372,5.736566380597651,4.9,107.837456,0.0,12,gps,0.847,,,,0,,,45,
2018-07-28T21:36:35.000Z,40.919664,-73.125372,5.736566380597651,4.9,107.837456,0.0,12,gps,0.847,,,,0,,,45,
2018-07-28T21:36:37.000Z,40.919664,-73.125372,5.736566380597651,4.9,107.837456,0.0,12,gps,0.847,,,,0,,,45,
2018-07-28T21:36:38.000Z,40.919664,-73.125372,5.736566380597651,4.9,107.837456,0.0,12,gps,0.847,,,,0,,,45,
2018-07-28T21:36:40.000Z,40.919664,-73.125372,5.736566380597651,4.9,107.837456,0.0,12,gps,0.847,,,,0,,,45,
2018-07-28T21:36:42.000Z,40.919664,-73.125372,5.736566380597651,4.9,107.837456,0.0,12,gps,0.847,,,,0,,,45,
2018-07-28T21:36:44.000Z,40.919664,-73.125372,5.736566380597651,4.9,107.837456,0.0,12,gps,0.847,,,,0,,,45,
2018-07-28T21:36:45.000Z,40.919664,-73.125372,5.736566380597651,4.9,107.837456,0.0,12,gps,0.847,,,,0,,,45,
2018-07-28T21:36:47.000Z,40.919664,-73.125372,5.736566380597651,4.9,107.837456,0.0,11,gps,0.862,,,,0,,,45,
2018-07-28T21:36:49.000Z,40.919664,-73.125372,5.736566380597651,4.9,107.837456,0.0,12,gps,0.847,,,,0,,,45,
2018-07-28T21:36:51.000Z,40.919664,-73.125372,5.736566380597651,4.9,107.837456,0.0,12,gps,,,,,0,,,45,
2018-07-28T21:36:53.000Z,40.919664,-73.125372,5.736566380597651,4.9,107.837456,0.0,12,gps,0.847,,,,0,,,45,
2018-07-28T21:36:55.000Z,40.919664,-73.125372,5.736566380597651,4.9,107.837456,0.0,12,gps,0.847,,,,0,,,45,
2018-07-28T21:36:57.000Z,40.919664,-73.125372,5.736566380597651,4.9,107.837456,0.0,12,gps,0.847,,,,0,,,45,
2018-07-28T21:36:59.000Z,40.919664,-73.125372,5.736566380597651,4.9,107.837456,0.0,12,gps,0.847,,,,0,,,45,
2018-07-28T21:37:01.000Z,40.919664,-73.125372,5.736566380597651,4.9,107.837456,0.0,12,gps,0.847,,,,0,,,45,
2018-07-28T21:37:03.000Z,40.919664,-73.125372,5.736566380597651,4.9,107.837456,0.0,12,gps,0.847,,,,0,,,45,
2018-07-28T21:37:05.000Z,40.919664,-73.125372,5.736566380597651,4.9,107.837456,0.0,12,gps,0.847,,,,0,,,45,
2018-07-28T21:37:07.000Z,40.919664,-73.125372,5.736566380597651,4.9,107.837456,0.0,12,gps,0.847,,,,0,,,45,
2018-07-28T21:37:09.000Z,40.919664,-73.125372,5.736566380597651,4.9,107.837456,0.0,12,gps,,,,,0,,,45,
2018-07-28T21:37:11.000Z,40.919653,-73.125364,5.617836333811283,9.1429205,107.837456,0.41024807,12,gps,0.847,,,,0,,,45,
2018-07-28T21:37:13.000Z,40.919639,-73.125338,5.572258273139596,8.964992,123.258415,1.3267452,12,gps,0.847,,,,0,,,45,
2018-07-28T21:37:15.000Z,40.919629,-73.125314,5.653114729560912,4.9,124.57459,0.0,12,gps,0.847,,,,0,,,45,
2018-07-28T21:37:17.000Z,40.919628,-73.125311,5.613212822936475,4.9,124.57459,0.0,12,gps,0.847,,,,0,,,45,
2018-07-28T21:37:19.000Z,40.919628,-73.125311,5.613212822936475,4.9,124.57459,0.0,12,gps,0.847,,,,0,,,45,
2018-07-28T21:37:20.000Z,40.919628,-73.125311,5.613212822936475,4.9,124.57459,0.0,12,gps,0.847,,,,0,,,45,
2018-07-28T21:37:22.000Z,40.919628,-73.125311,5.613212822936475,4.9,124.57459,0.0,12,gps,0.846,,,,0,,,45,
2018-07-28T21:37:24.000Z,40.919628,-73.125311,5.613212822936475,4.9,124.57459,0.0,12,gps,0.846,,,,0,,,45,
2018-07-28T21:37:26.000Z,40.919628,-73.125311,5.613212822936475,4.9,124.57459,0.0,12,gps,0.846,,,,0,,,45,
2018-07-28T21:37:28.000Z,40.919617,-73.125299,5.452785427682102,8.489987,140.67291,1.111106,12,gps,0.846,,,,0,,,45,
2018-07-28T21:37:30.000Z,40.919606,-73.125287,5.269087848253548,8.085474,146.28687,0.60040987,12,gps,0.846,,,,0,,,45,
2018-07-28T21:37:32.000Z,40.919607,-73.125281,5.000781332142651,4.9,146.28687,0.0,12,gps,0.846,,,,0,,,45,
2018-07-28T21:37:34.000Z,40.919607,-73.125281,5.000781332142651,4.9,146.28687,0.0,12,gps,0.846,,,,0,,,45,
2018-07-28T21:37:36.000Z,40.919607,-73.125281,5.000781332142651,4.9,146.28687,0.0,12,gps,0.846,,,,0,,,45,
2018-07-28T21:37:38.000Z,40.919607,-73.125281,5.000781332142651,4.9,146.28687,0.0,12,gps,0.846,,,,0,,,45,
2018-07-28T21:37:40.000Z,40.919607,-73.125281,5.000781332142651,4.9,146.28687,0.0,12,gps,0.846,,,,0,,,45,
2018-07-28T21:37:42.000Z,40.919607,-73.125281,5.000781332142651,4.9,146.28687,0.0,12,gps,0.846,,,,0,,,45,
2018-07-28T21:37:44.000Z,40.919599,-73.125275,4.939786310307682,7.976089,146.28687,0.6521122,12,gps,0.846,,,,0,,,45,
2018-07-28T21:37:46.000Z,40.919594,-73.125260,4.993336237967014,9.247084,146.28687,0.5898797,12,gps,0.846,,,,0,,,45,
2018-07-28T21:37:48.000Z,40.919593,-73.125255,5.030426152050495,4.9,146.28687,0.0,12,gps,0.846,,,,0,,,45,
2018-07-28T21:37:50.000Z,40.919593,-73.125255,5.030426152050495,4.9,146.28687,0.0,12,gps,0.846,,,,0,,,45,
2018-07-28T21:37:52.000Z,40.919593,-73.125255,5.030426152050495,4.9,146.28687,0.0,12,gps,0.846,,,,0,,,45,
2018-07-28T21:37:54.000Z,40.919593,-73.125255,5.030426152050495,4.9,146.28687,0.0,12,gps,,,,,0,,,45,
2018-07-28T21:37:56.000Z,40.919593,-73.125255,5.030426152050495,4.9,146.28687,0.0,12,gps,,,,,0,,,45,
2018-07-28T21:37:58.000Z,40.919593,-73.125255,5.030426152050495,4.9,146.28687,0.0,12,gps,,,,,0,,,45,
2018-07-28T21:38:00.000Z,40.919593,-73.125255,5.030426152050495,4.9,146.28687,0.0,12,gps,0.846,,,,0,,,45,
2018-07-28T21:38:02.000Z,40.919593,-73.125255,5.030426152050495,4.9,146.28687,0.0,12,gps,0.846,,,,0,,,45,
2018-07-28T21:38:04.000Z,40.919593,-73.125255,5.030426152050495,4.9,146.28687,0.0,12,gps,0.846,,,,0,,,45,
2018-07-28T21:38:06.000Z,40.919593,-73.125255,5.030426152050495,4.9,146.28687,0.0,12,gps,0.846,,,,0,,,45,
2018-07-28T21:38:08.000Z,40.919593,-73.125255,5.030426152050495,4.9,146.28687,0.0,12,gps,0.846,,,,0,,,45,
2018-07-28T21:38:10.000Z,40.919593,-73.125255,5.030426152050495,4.9,146.28687,0.0,12,gps,0.846,,,,0,,,45,
2018-07-28T21:38:12.000Z,40.919593,-73.125255,5.030426152050495,4.9,146.28687,0.0,12,gps,0.846,,,,0,,,45,
2018-07-28T21:38:14.000Z,40.919584,-73.125236,5.211928254924715,8.553086,114.699585,1.2355869,12,gps,0.845,,,,0,,,45,
2018-07-28T21:38:16.000Z,40.919577,-73.125224,5.105707943439484,4.9,114.699585,0.0,12,gps,0.845,,,,0,,,45,
2018-07-28T21:38:18.000Z,40.919577,-73.125224,5.133998803794384,4.9,114.699585,0.0,12,gps,0.845,,,,0,,,45,
2018-07-28T21:38:20.000Z,40.919577,-73.125224,5.133998803794384,4.9,114.699585,0.0,12,gps,0.845,,,,0,,,45,
2018-07-28T21:38:22.000Z,40.919577,-73.125224,5.133998803794384,4.9,114.699585,0.0,12,gps,,,,,0,,,45,
2018-07-28T21:38:24.000Z,40.919577,-73.125224,5.133998803794384,4.9,114.699585,0.0,12,gps,0.845,,,,0,,,45,
2018-07-28T21:38:26.000Z,40.919577,-73.125224,5.133998803794384,4.9,114.699585,0.0,12,gps,,,,,0,,,45,
2018-07-28T21:38:28.000Z,40.919577,-73.125224,5.133998803794384,4.9,114.699585,0.0,12,gps,0.845,,,,0,,,45,
2018-07-28T21:38:30.000Z,40.919577,-73.125224,5.133998803794384,4.9,114.699585,0.0,12,gps,0.845,,,,0,,,45,
2018-07-28T21:38:31.000Z,40.919577,-73.125224,5.133998803794384,4.9,114.699585,0.0,12,gps,0.845,,,,0,,,45,
2018-07-28T21:38:33.000Z,40.919573,-73.125210,4.633000456728041,4.9,114.699585,0.0,12,gps,0.845,,,,0,,,45,
2018-07-28T21:38:35.000Z,40.919573,-73.125208,4.213262040168047,4.9,114.699585,0.0,12,gps,,,,,0,,,45,
2018-07-28T21:38:37.000Z,40.919573,-73.125208,4.213262040168047,4.9,114.699585,0.0,12,gps,0.845,,,,0,,,45,
2018-07-28T21:38:39.000Z,40.919573,-73.125208,4.213262040168047,4.9,114.699585,0.0,12,gps,0.845,,,,0,,,45,
2018-07-28T21:38:41.000Z,40.919573,-73.125208,4.213262040168047,4.9,114.699585,0.0,12,gps,0.845,,,,0,,,45,
2018-07-28T21:38:43.000Z,40.919573,-73.125208,4.213262040168047,4.9,114.699585,0.0,11,gps,,,,,0,,,45,
2018-07-28T21:38:45.000Z,40.919573,-73.125208,4.213262040168047,4.9,114.699585,0.0,11,gps,0.928,,,,0,,,45,
2018-07-28T21:38:47.000Z,40.919573,-73.125208,4.213262040168047,4.9,114.699585,0.0,11,gps,,,,,0,,,45,
2018-07-28T21:38:49.000Z,40.919573,-73.125208,4.213262040168047,4.9,114.699585,0.0,11,gps,0.928,,,,0,,,45,
2018-07-28T21:38:50.000Z,40.919573,-73.125208,4.213262040168047,4.9,114.699585,0.0,11,gps,0.928,,,,0,,,45,
2018-07-28T21:38:52.000Z,40.919573,-73.125208,4.213262040168047,4.9,114.699585,0.0,11,gps,0.928,,,,0,,,45,
2018-07-28T21:38:54.000Z,40.919573,-73.125208,4.213262040168047,4.9,114.699585,0.0,11,gps,0.928,,,,0,,,45,
